name,url,rating,difficulty,language,tema,subtema
leveraging unstructured data with cloud dataproc on google cloud platform en español,https://coursera.org/learn/leveraging-unstructured-data-dataproc-gcp-es,4.7,intermediate level,en,data science, data analysis
линейная алгебра и аналитическая геометрия,https://coursera.org/learn/lineynaya-algebra,4.7,beginner level,ru,math and logic, math and logic
экономическая социология,https://coursera.org/learn/ekonomicheskaya-sociologiya,4.8,none,ru,social sciences, economics
микроэкономика  (вводный курс),https://coursera.org/learn/mikroekonomika-vvodnyy-kurs,4.5,beginner level,ru,business, business strategy
смешанные линейные модели,https://coursera.org/learn/smeshannye-lineynye-modeli,4.7,intermediate level,ru,data science, probability and statistics
self awareness and the effective leader,https://coursera.org/learn/self-awareness,4.6,beginner level,en,business, leadership and management
introduction to ableton live,https://coursera.org/learn/ableton-live,4.8,none,en,arts and humanities, music and art
pilares de marketing digital,https://coursera.org/learn/marketing-digital-pilares,4.7,beginner level,tl,business, marketing
introducción a la minería de datos,https://coursera.org/learn/mineria-de-datos-introduccion,4.7,beginner level,es,information technology, data management
introducción a las redes sociales. sus objetivos y métricas.,https://coursera.org/learn/intro-redes-sociales,4.4,beginner level,es,business, marketing
an introduction to global health,https://coursera.org/learn/global-health-introduction,4.8,none,en,health, public health
healthcare data quality and governance,https://coursera.org/learn/healthcare-data-quality-governance,4.2,intermediate level,en,health, health informatics
understanding europe: why it matters and what it can offer you,https://coursera.org/learn/europe,4.5,none,en,social sciences, governance and society
"social norms, social change i",https://coursera.org/learn/norms,4.6,beginner level,en,social sciences, governance and society
ai for everyone,https://coursera.org/learn/ai-for-everyone,4.8,beginner level,en,business, business strategy
"javascript, jquery, and json",https://coursera.org/learn/javascript-jquery-json,4.8,intermediate level,en,computer science, mobile and web development
improvisación de jazz,https://coursera.org/learn/improvisacion-de-jazz,4.7,intermediate level,es,arts and humanities, music and art
ai workflow: feature engineering and bias detection,https://coursera.org/learn/ibm-ai-workflow-feature-engineering-bias-detection,4.9,advanced level,en,data science, machine learning
aprendizaje de máquinas,https://coursera.org/learn/aprendizaje-maquinas,4.7,none,es,computer science, algorithms
regulated competition in healthcare systems: theory & practice,https://coursera.org/learn/regulated-competition-healthcare-systems,4.7,intermediate level,en,health, healthcare management
中级商务汉语——商务活动篇,https://coursera.org/learn/intermediatechinesebusiness,4.9,intermediate level,zh-cn,language learning, other languages
getting started with google kubernetes engine 日本語版,https://coursera.org/learn/google-kubernetes-engine-jp,4.7,intermediate level,en,information technology, cloud computing
contemporary india,https://coursera.org/learn/india,4.1,beginner level,en,social sciences, governance and society
ux / ui: fundamentos para o design de interface,https://coursera.org/learn/ux-ui-design-de-interface,4.5,beginner level,es,computer science, design and product
органическая химия,https://coursera.org/learn/organicheskaya-khimiya,4.8,intermediate level,ru,physical science and engineering, chemistry
"accounting, business and society:  the multi-faceted role of accounting",https://coursera.org/learn/accounting-business-society,4.9,beginner level,en,business, business essentials
our energy future,https://coursera.org/learn/future-of-energy,4.7,none,de,physical science and engineering, environmental science and sustainability
forecasting models for marketing decisions,https://coursera.org/learn/forecasting-models-marketing-decisions,4.3,intermediate level,en,business, marketing
sexualidad y educación,https://coursera.org/learn/sexualidad-y-educacion,4.8,intermediate level,es,social sciences, education
getting started with ai using ibm watson,https://coursera.org/learn/ai-with-ibm-watson,4.5,beginner level,en,data science, machine learning
los gobiernos locales como actores internacionales,https://coursera.org/learn/gobiernos-locales,4.7,intermediate level,es,social sciences, governance and society
major engineering project performance,https://coursera.org/learn/major-engineering-project-performance,4.8,intermediate level,en,physical science and engineering, mechanical engineering
introduction to communication science,https://coursera.org/learn/communication,4.6,none,en,social sciences, governance and society
foundations of strategic business analytics,https://coursera.org/learn/strategic-business-analytics,4.4,none,en,business, business essentials
aromatherapy: clinical use of essential oils,https://coursera.org/learn/aromatherapy-clinical-use-essential-oils,4.9,beginner level,en,health, research
troubleshooting and debugging techniques,https://coursera.org/learn/troubleshooting-debugging-techniques,4.7,beginner level,en,information technology, cloud computing
fundamentos de la escritura,https://coursera.org/learn/escritura-esp,4.7,beginner level,es,social sciences, education
capstone: your story,https://coursera.org/learn/story-writing-project,4.6,none,en,arts and humanities, music and art
data analysis and interpretation capstone,https://coursera.org/learn/data-analysis-capstone,4.6,none,en,data science, data analysis
global diplomacy – diplomacy in the modern world,https://coursera.org/learn/global-diplomacy,4.6,none,en,social sciences, governance and society
plastic electronics,https://coursera.org/learn/plastic-electronics,4.6,intermediate level,ca,physical science and engineering, electrical engineering
protecting business innovations via trademark,https://coursera.org/learn/protect-business-innovations-trademark,4.8,beginner level,en,business, business strategy
fintech security and regulation (regtech),https://coursera.org/learn/regtech,4.5,beginner level,en,business, finance
i/o-efficient algorithms,https://coursera.org/learn/io-efficient-algorithms,4.6,advanced level,en,computer science, algorithms
severe to profound intellectual disability: circles of care and education,https://coursera.org/learn/intellectual-disability-care-education,4.7,beginner level,en,health, healthcare management
институциональная экономика (institutional economics),https://coursera.org/learn/institutional-economics,4.8,beginner level,ru,social sciences, economics
the brain and space,https://coursera.org/learn/human-brain,4.7,beginner level,en,health, basic science
teaching impacts of technology: global society,https://coursera.org/learn/teach-impacts-technology-global-society,4.7,beginner level,en,social sciences, education
taking safety and quality improvement work to the next level (patient safety vii),https://coursera.org/learn/patient-safety-capstone,4.5,none,en,health, patient care
introduction à la programmation orientée objet (en c++),https://coursera.org/learn/programmation-orientee-objet-cpp,4.8,intermediate level,fr,computer science, software development
on being a scientist,https://coursera.org/learn/scientist,4.4,beginner level,de,physical science and engineering, research methods
fundamentals of waves and vibrations,https://coursera.org/learn/fundamentals-waves-vibrations,4.5,intermediate level,en,physical science and engineering, mechanical engineering
academic information seeking,https://coursera.org/learn/academicinfoseek,4.6,none,en,personal development, personal development
analysing complexity,https://coursera.org/learn/analysing-complexity,4.7,beginner level,en,business, leadership and management
exploratory data analysis,https://coursera.org/learn/exploratory-data-analysis,4.7,none,tl,data science, data analysis
инвестиции в облигации,https://coursera.org/learn/investicii-obligacii,4.4,none,ru,business, finance
speaking to inspire: ceremonial and motivational speeches,https://coursera.org/learn/speak-to-inspire-ceremonial-motivational-speeches,4.7,beginner level,en,personal development, personal development
children acquiring literacy naturally,https://coursera.org/learn/children-literacy,4.2,beginner level,en,health, psychology
women in leadership: inspiring positive change,https://coursera.org/learn/women-in-leadership,4.7,none,en,business, leadership and management
programming fundamentals,https://coursera.org/learn/programming-fundamentals,4.7,beginner level,de,computer science, algorithms
"le bien, le juste, lutile. introduction aux éthiques philosophiques",https://coursera.org/learn/ethique,4.8,none,fr,arts and humanities, philosophy
structuring machine learning projects,https://coursera.org/learn/machine-learning-projects,4.8,beginner level,en,data science, data analysis
art and science of machine learning auf deutsch,https://coursera.org/learn/art-science-ml-de,4.7,intermediate level,de,data science, machine learning
learning how to learn for youth,https://coursera.org/learn/learning-how-to-learn-youth,4.9,beginner level,en,personal development, personal development
at the origins of the mediterranean civilization: archaeology of the city from the levant to the west - 3rd-1st millennium bc,https://coursera.org/learn/archaeology-city-levant-west,4.4,beginner level,en,arts and humanities, history
roman architecture,https://coursera.org/learn/roman-architecture,4.9,beginner level,ro,arts and humanities, history
principles of computing (part 2),https://coursera.org/learn/principles-of-computing-2,4.8,none,en,computer science, software development
advanced data science capstone,https://coursera.org/learn/advanced-data-science-capstone,4.6,advanced level,en,data science, machine learning
análisis de sistemas de transporte,https://coursera.org/learn/analisis-sistemas-de-transporte,4.7,none,pt,physical science and engineering, environmental science and sustainability
exploring beethovens piano sonatas part 6,https://coursera.org/learn/exploring-beethoven-piano-sonatas-6,4.7,intermediate level,en,arts and humanities, history
meeting investors goals,https://coursera.org/learn/meeting-investors-goals,4.8,none,en,business, finance
future development in supply chain finance and blockchain technology,https://coursera.org/learn/future-developments-supply-chain-finance-blockchain-technology,4.4,intermediate level,en,business, finance
first order optical system design,https://coursera.org/learn/first-order-optical-system-design,4.1,advanced level,en,physical science and engineering, electrical engineering
java programming: build a recommendation system,https://coursera.org/learn/java-programming-recommender,4.7,intermediate level,en,computer science, software development
introduction to data science in python,https://coursera.org/learn/python-data-analysis,4.5,intermediate level,en,data science, data analysis
a complete reinforcement learning system (capstone),https://coursera.org/learn/complete-reinforcement-learning-system,4.6,intermediate level,en,data science, machine learning
building arduino robots and devices,https://coursera.org/learn/arduino,4.4,beginner level,en,physical science and engineering, electrical engineering
desenvolvendo sua musicalidade,https://coursera.org/learn/desenvolvendo-musicalidade,5,beginner level,pt,arts and humanities, music and art
getting started with sas visual analytics,https://coursera.org/learn/preparing-data-sas-va,4.7,beginner level,en,data science, data analysis
история международных отношений,https://coursera.org/learn/int-relations-history,4.7,beginner level,ru,arts and humanities, history
communication skills for university success,https://coursera.org/learn/communication-skills,4.6,beginner level,en,social sciences, education
fundamentals of music theory,https://coursera.org/learn/edinburgh-music-theory,4.6,beginner level,en,arts and humanities, music and art
producción musical y su efecto en la composición,https://coursera.org/learn/produccionycomposicion,4.9,none,es,arts and humanities, music and art
greening the economy: sustainable cities,https://coursera.org/learn/gte-sustainable-cities,4.6,beginner level,en,physical science and engineering, environmental science and sustainability
"психология труда, инженерная психология и эргономика",https://coursera.org/learn/psykhologiya-truda,4.8,intermediate level,ru,health, psychology
myocardial infarction,https://coursera.org/learn/infarction,4.8,beginner level,en,health, patient care
"data analysis and representation, selection and iteration",https://coursera.org/learn/data-analysis-representation-selection-iteration,4.8,beginner level,en,computer science, software development
assessing achievement with the ell in mind,https://coursera.org/learn/ell-assessment,4.6,none,en,social sciences, education
mobilités et véhicules électriques,https://coursera.org/learn/mobilites-vehicules-electriques,4.8,beginner level,fr,physical science and engineering, environmental science and sustainability
مهارات برنامج excel للعمل: المبادئ الأساسية,https://coursera.org/learn/excel-essentials-ar,4.8,beginner level,ar,business, business essentials
supply chain analytics,https://coursera.org/learn/supply-chain-analytics,4.8,beginner level,en,business, business essentials
теория вероятностей для начинающих,https://coursera.org/learn/probability-theory-basics,4.8,beginner level,ru,math and logic, math and logic
the changing arctic,https://coursera.org/learn/changing-arctic,4.4,none,en,health, basic science
sustainability through soccer: systems-thinking in action,https://coursera.org/learn/sustainability-through-soccer,3.5,beginner level,en,physical science and engineering, environmental science and sustainability
effective compliance programs,https://coursera.org/learn/effective-compliance-programs,4.9,none,en,business, business essentials
parallel programming in java,https://coursera.org/learn/parallel-programming-in-java,4.6,intermediate level,en,computer science, software development
programando con java para aplicaciones android,https://coursera.org/learn/programandoconjava,4.7,none,es,computer science, mobile and web development
las estaciones del año y el clima,https://coursera.org/learn/estaciones-clima,4.8,none,es,physical science and engineering, environmental science and sustainability
lesson | express yourself: pronunciation,https://coursera.org/learn/lesson-express-yourself-pronunciation,4.7,none,fr,language learning, learning english
principles of photo composition and digital image post-production,https://coursera.org/learn/photo-composition,4.7,none,en,arts and humanities, music and art
advanced instructional strategies in the virtual classroom,https://coursera.org/learn/teaching-strategies,4.2,none,en,social sciences, education
advanced trading algorithms,https://coursera.org/learn/advanced-trading-algorithms,4.6,intermediate level,en,business, finance
переходные процессы в электрических цепях,https://coursera.org/learn/electrical-circuits,4.7,none,ru,physical science and engineering, physics and astronomy
get interactive: practical teaching with technology,https://coursera.org/learn/getinmooc,4.7,beginner level,en,social sciences, education
история экономической мысли (history of economic thought),https://coursera.org/learn/istoriya-ekonomicheskoy-mysli,4.7,beginner level,ru,social sciences, economics
water in the western united states,https://coursera.org/learn/water-united-states,4.8,beginner level,en,physical science and engineering, environmental science and sustainability
"origins - formation of the universe, solar system, earth and life",https://coursera.org/learn/origins-universe-solarsystem,4.7,none,en,physical science and engineering, physics and astronomy
supply chain operations,https://coursera.org/learn/operations,4.8,beginner level,en,business, business strategy
strategies for effective engagement,https://coursera.org/learn/effective-engagement,4.7,beginner level,en,business, leadership and management
causal inference  2,https://coursera.org/learn/causal-inference-2,4,advanced level,es,data science, probability and statistics
creativity and entrepreneurship,https://coursera.org/learn/creativity-entrepreneurship,4.6,beginner level,en,business, leadership and management
"comunicaciones integradas de marketing: publicidad, relaciones públicas, marketing digital y más",https://coursera.org/learn/comunicaciones-integradas-marketing,4.8,none,es,business, marketing
development of real-time systems,https://coursera.org/learn/real-time-systems,4.5,intermediate level,en,computer science, software development
climate adaptation for human health,https://coursera.org/learn/climateadaptation,4.8,intermediate level,en,health, public health
"comunicación, experimentación y aprendizaje en liderazgo",https://coursera.org/learn/comunicacion-experimentacion-aprendizaje,4.8,intermediate level,es,personal development, personal development
become a cbrs cpi at wispamerica 2020,https://coursera.org/learn/google-cpi-wispa-classroom,4.7,none,en,information technology, networking
modern hebrew poetry   שירה עברית מודרנית,https://coursera.org/learn/hebrew-poetry,4.8,none,he,arts and humanities, music and art
measuring the success of a patient safety or quality improvement project (patient safety vi),https://coursera.org/learn/patient-safety-measurement,4.5,none,en,health, healthcare management
microeconomics: the power of markets,https://coursera.org/learn/microeconomics-part1,4.7,none,en,social sciences, economics
advanced r programming,https://coursera.org/learn/advanced-r,4.3,intermediate level,en,data science, data analysis
the power of team culture,https://coursera.org/learn/team-culture,4.6,beginner level,en,business, leadership and management
six sigma tools for analyze,https://coursera.org/learn/six-sigma-analyze,4.7,beginner level,en,business, business essentials
orden y manejo del tiempo,https://coursera.org/learn/orden,4.8,beginner level,es,business, leadership and management
capstone course: start up your fintech future,https://coursera.org/learn/startup-fintech-capstone,4.7,beginner level,en,business, entrepreneurship
introduction to chemistry:  structures and solutions,https://coursera.org/learn/basic-chemistry,4.7,beginner level,en,physical science and engineering, chemistry
acute and chronic rhinosinusitis: a comprehensive review,https://coursera.org/learn/icahn-school-of-medicine-at-mount-sinai-acute-and-chronic-rhinosinusitis,4.7,none,en,health, patient care
prepare for the emt certification test,https://coursera.org/learn/prepare-emt-certification-test,4.7,beginner level,en,health, patient care
system validation (3): requirements by modal formulas,https://coursera.org/learn/system-validation-modal-formulas,4.4,advanced level,en,computer science, software development
cuidados y procedimientos generales en la atención del recién nacido,https://coursera.org/learn/cuidados-del-recien-nacido,4.7,intermediate level,es,health, public health
know thyself - the value and limits of self-knowledge: the examined life,https://coursera.org/learn/know-thyself-the-examined-life,4.6,beginner level,en,arts and humanities, philosophy
preparing for the google cloud professional data engineer exam em português brasileiro,https://coursera.org/learn/preparing-cloud-professional-data-engineer-exam-br,4.7,advanced level,en,information technology, cloud computing
les partenariats qui changent le monde : alliances innovantes entre entreprises et associations,https://coursera.org/learn/partenariats-qui-changent-le-monde,4.5,none,fr,business, entrepreneurship
introduction to mongodb,https://coursera.org/learn/introduction-mongodb,4.4,intermediate level,en,information technology, data management
las estrategias y habilidades para las negociaciones,https://coursera.org/learn/estrategias-negociacion,4.6,none,es,business, business essentials
إستراتيجية الأعمال المتقدمة,https://coursera.org/learn/uva-darden-advanced-business-strategy-ar,4.7,beginner level,ar,business, business strategy
using sas viya rest apis with python and r,https://coursera.org/learn/sas-viya-rest-api-python-r,4.7,none,en,data science, data analysis
"итоговый проект специализации ""основы digital маркетинга""",https://coursera.org/learn/capstone-project,4.5,intermediate level,ru,business, marketing
gamification,https://coursera.org/learn/gamification,4.8,none,it,computer science, design and product
science of training young athletes part 2,https://coursera.org/learn/science-of-training-young-athletes-part-2,5,intermediate level,en,personal development, personal development
the managers toolkit: a practical guide to managing people at work,https://coursera.org/learn/people-management,4.6,none,en,business, leadership and management
israel state and society,https://coursera.org/learn/israel,4.7,beginner level,en,social sciences, governance and society
introduction to systematic review and meta-analysis,https://coursera.org/learn/systematic-review,4.8,none,en,health, research
deep neural networks with pytorch,https://coursera.org/learn/deep-neural-networks-with-pytorch,4.4,intermediate level,en,data science, machine learning
improving your statistical questions,https://coursera.org/learn/improving-statistical-questions,4.9,intermediate level,en,data science, probability and statistics
gestión de proyectos: las bases del éxito,https://coursera.org/learn/gestion-de-proyectos,4.6,none,es,business, leadership and management
machine learning using sas viya,https://coursera.org/learn/machine-learning-sas,4.7,intermediate level,en,data science, machine learning
water resources management and policy,https://coursera.org/learn/water-management,4.6,none,en,social sciences, governance and society
connecting with sales prospects,https://coursera.org/learn/connecting-with-sales-prospects,4.8,beginner level,en,business, leadership and management
high-impact business writing,https://coursera.org/learn/business-writing,4.3,none,en,business, business essentials
digital thread: components,https://coursera.org/learn/digital-thread-components,4.6,beginner level,en,physical science and engineering, mechanical engineering
финансы компаний: взгляд инвестора и кредитора,https://coursera.org/learn/finansy-companiy,4.6,beginner level,ru,business, finance
getting started with google sheets,https://coursera.org/learn/getting-started-with-google-sheets,4.6,beginner level,en,business, business essentials
"work smarter, not harder: time management for personal & professional productivity",https://coursera.org/learn/work-smarter-not-harder,4.3,none,en,business, business essentials
positive psychiatry and mental health,https://coursera.org/learn/positive-psychiatry,4.7,none,en,health, basic science
communication theory: bridging academia and practice,https://coursera.org/learn/communicationtheory-academia-practice,4.6,intermediate level,en,social sciences, governance and society
القيادة والذكاء العاطفي,https://coursera.org/learn/emotional-intelligence-in-leadership-ar,5,beginner level,ar,business, leadership and management
finanzas para profesionales no financieros,https://coursera.org/learn/finanzas-no-expertos,4.6,none,es,business, leadership and management
бухгалтерский учет и аудит. продвинутый курс,https://coursera.org/learn/buhgalterskij-uchet-i-audit,4.7,none,ru,business, business essentials
networks and communications security,https://coursera.org/learn/network-security-communications-sscp,4.7,beginner level,en,information technology, security
introduction to graph theory,https://coursera.org/learn/graphs,4.6,beginner level,en,computer science, algorithms
musics big bang: the genesis of rock n roll,https://coursera.org/learn/rock-and-roll-music,4.7,beginner level,en,arts and humanities, music and art
information visualization: foundations,https://coursera.org/learn/information-visualization-fundamentals,4.7,beginner level,en,information technology, data management
introduction to satellite communications,https://coursera.org/learn/satellite-communications,4.5,beginner level,en,physical science and engineering, electrical engineering
"justice, mercy and mass incarceration",https://coursera.org/learn/massincarceration,4.8,beginner level,en,arts and humanities, philosophy
programming for everybody (getting started with python),https://coursera.org/learn/python,4.8,none,en,computer science, software development
introduction to statistics & data analysis in public health,https://coursera.org/learn/introduction-statistics-data-analysis-public-health,4.7,beginner level,en,health, public health
in the footsteps of zika… approaching the unknown,https://coursera.org/learn/zika,4.7,intermediate level,en,health, public health
journeys to education teach-out,https://coursera.org/learn/journeys-to-education-teach-out,4.7,beginner level,en,social sciences, education
inglés empresarial: finanzas y economía,https://coursera.org/learn/ingles-empresarial-finanzas-economia,4.6,none,es,language learning, learning english
python and machine learning for asset management,https://coursera.org/learn/python-machine-learning-for-investment-management,3.5,intermediate level,en,business, finance
основы корпоративных финансов (fundamentals of corporate finance),https://coursera.org/learn/osnovy-korporativnykh-finansov,4.9,beginner level,ru,business, finance
academic discussions in english,https://coursera.org/learn/academic-discussion-english,4.4,intermediate level,en,language learning, learning english
introdução à ciência da computação com python parte 1,https://coursera.org/learn/ciencia-computacao-python-conceitos,4.9,beginner level,pt,computer science, software development
reliable cloud infrastructure: design and process auf deutsch,https://coursera.org/learn/cloud-infrastructure-design-process-de,4.7,intermediate level,de,information technology, cloud computing
физика в опытах. часть 2. электричество и магнетизм,https://coursera.org/learn/fizika-v-opitah-elektrichestvo-i-magnetizm,4.8,none,ru,physical science and engineering, physics and astronomy
создание научно-технического текста,https://coursera.org/learn/nauchno-texnicheski-text,4.7,none,ru,personal development, personal development
capstone:  create value from open data,https://coursera.org/learn/strategic-business-analytics-capstone,3.9,none,en,business, business strategy
blended language learning: design and practice for teachers,https://coursera.org/learn/blended-language-learning-design-practice-for-teachers,4.7,intermediate level,en,language learning, learning english
"hi-five: health informatics for innovation, value & enrichment (clinical perspective)",https://coursera.org/learn/hi-five-clinical,4.6,beginner level,en,health, health informatics
photography capstone project,https://coursera.org/learn/photography-project,4.9,intermediate level,hr,arts and humanities, music and art
conceptos y herramientas para la física universitaria,https://coursera.org/learn/fisica-universitaria,4.6,none,es,physical science and engineering, physics and astronomy
initiation à la théorie des distributions,https://coursera.org/learn/theorie-des-distributions,4.8,none,fr,math and logic, math and logic
marketing en redes sociales proyecto final,https://coursera.org/learn/redes-sociales-proyecto,4.6,none,en,business, marketing
detección de objetos,https://coursera.org/learn/deteccion-objetos,4.6,none,es,computer science, algorithms
trauma emergencies and care,https://coursera.org/learn/trauma-emergencies-and-care,4.9,beginner level,en,health, patient care
capstone project – analyzing a real transaction,https://coursera.org/learn/capstone-project-analyzing-a-real-transaction,4.7,intermediate level,en,business, finance
statistical mechanics: algorithms and computations,https://coursera.org/learn/statistical-mechanics,4.8,none,en,physical science and engineering, physics and astronomy
establishing a professional ‘self’ through effective intercultural communication,https://coursera.org/learn/effective-intercultural-communication,4.2,none,en,personal development, personal development
comprendre les microcontroleurs,https://coursera.org/learn/microcontroleurs,4.7,intermediate level,fr,physical science and engineering, electrical engineering
selling to chinese consumers,https://coursera.org/learn/selling-to-chinese-consumers,4.7,beginner level,en,business, business strategy
marketing digital,https://coursera.org/learn/estrategia-marketing-digital,4.8,beginner level,id,business, marketing
chemerinsky on constitutional law - the structure of government,https://coursera.org/learn/chemerinsky-on-constitutional-law-structure-of-government,4.8,beginner level,en,social sciences, law
materials data sciences and informatics,https://coursera.org/learn/material-informatics,4.3,intermediate level,en,physical science and engineering, chemistry
design patterns,https://coursera.org/learn/design-patterns,4.7,intermediate level,da,computer science, software development
presentation skills: designing presentation slides,https://coursera.org/learn/slides,4.7,none,da,personal development, personal development
гибкие методологии разработки высокотехнологичных продуктов,https://coursera.org/learn/gibkie-metodologii-razrabotki-produktov,4.9,intermediate level,ru,business, leadership and management
"autoridad, dirección y liderazgo",https://coursera.org/learn/autoridad,4.7,beginner level,es,business, leadership and management
automated reasoning: satisfiability,https://coursera.org/learn/automated-reasoning-sat,4.8,intermediate level,en,computer science, algorithms
supply chain management: a learning perspective,https://coursera.org/learn/supply-chain-management,4.6,none,en,business, business strategy
"musicianship: chord charts, diatonic chords, and minor keys",https://coursera.org/learn/musicianship-chords,4.9,intermediate level,en,arts and humanities, music and art
"engineering project management: risk, quality, teams, and procurement",https://coursera.org/learn/project-risk-quality-management,4.8,beginner level,en,business, leadership and management
lentrepreneuriat social : de lenvie au projet,https://coursera.org/learn/entrepreneuriatquichangelemonde,4.7,beginner level,fr,business, entrepreneurship
social science approaches to the study of chinese society part 2,https://coursera.org/learn/social-science-research-chinese-society,4.4,beginner level,en,social sciences, education
culminating project in health informatics,https://coursera.org/learn/culminating-project-course-in-health-informatics,4.7,none,en,health, health informatics
the fundamentals of revenue management: the cornerstone of revenue strategy,https://coursera.org/learn/fundamentals-of-revenue-management,4.6,none,en,business, business strategy
feature engineering 日本語版,https://coursera.org/learn/feature-engineering-jp,4.2,intermediate level,en,data science, machine learning
palliative care capstone projects,https://coursera.org/learn/palliative-care-capstone-project,5,beginner level,en,health, patient care
web design: wireframes to prototypes,https://coursera.org/learn/web-design-wireframes-prototypes,4.9,intermediate level,en,arts and humanities, music and art
portfolio selection and risk management,https://coursera.org/learn/portfolio-selection-risk-management,4.6,none,en,business, finance
trademark law,https://coursera.org/learn/trademark-law,4.9,none,id,social sciences, law
mandarin chinese for intermediate learners: part 1,https://coursera.org/learn/mandarin-chinese-intermediate-learners-1,4.8,intermediate level,en,language learning, other languages
achieving your optimal performance,https://coursera.org/learn/achieving-your-optimal-performance,4.5,beginner level,en,personal development, personal development
cryptography and information theory,https://coursera.org/learn/crypto-info-theory,4.4,intermediate level,en,computer science, computer security and networks
survival analysis in r for public health,https://coursera.org/learn/survival-analysis-r-public-health,4.4,intermediate level,en,health, public health
science & religion 101,https://coursera.org/learn/science-and-religion-101,4.5,none,it,arts and humanities, philosophy
пути выхода на фондовый рынок для частных инвесторов сегмента mass retail,https://coursera.org/learn/vyhoda-na-fondovyj-rynok-mass-retail,4.7,beginner level,ru,business, finance
la philanthropie : comprendre et agir,https://coursera.org/learn/philanthropie,4.8,none,fr,social sciences, governance and society
"algorithms, part i",https://coursera.org/learn/algorithms-part1,4.9,intermediate level,en,computer science, algorithms
the meat we eat,https://coursera.org/learn/meat-we-eat,4.7,none,en,physical science and engineering, environmental science and sustainability
3d interactions and navigation,https://coursera.org/learn/3d-interactions-and-navigation,4.4,intermediate level,en,computer science, software development
introduction to artificial intelligence (ai),https://coursera.org/learn/introduction-to-ai,4.7,beginner level,en,data science, machine learning
sensor manufacturing and process control,https://coursera.org/learn/sensor-manufacturing-process-control,4.8,intermediate level,en,physical science and engineering, electrical engineering
becoming a sports agent,https://coursera.org/learn/sports-agent,4.7,beginner level,en,social sciences, law
new learning: principles and patterns of pedagogy,https://coursera.org/learn/newlearning,4.7,beginner level,en,social sciences, education
software defined networking,https://coursera.org/learn/sdn,4.7,none,en,computer science, computer security and networks
international business capstone,https://coursera.org/learn/international-business-capstone,4.7,none,en,business, business essentials
teaching tips for tricky english grammar,https://coursera.org/learn/teaching-common-grammar-mistakes,4.7,intermediate level,en,language learning, learning english
evaluación del aprendizaje en escenarios clínicos,https://coursera.org/learn/evaluacion-aprendizaje-escenarios-clinicos,4.7,intermediate level,es,health, patient care
business metrics for data-driven companies,https://coursera.org/learn/analytics-business-metrics,4.6,none,en,data science, data analysis
"afrique et mondialisation, regards croisés",https://coursera.org/learn/afrique-mondialisation,4.7,beginner level,fr,social sciences, governance and society
vr and 360 video production,https://coursera.org/learn/360-vr-video-production,4.7,beginner level,en,arts and humanities, music and art
中国哲学经典著作导读,https://coursera.org/learn/chinese-philosophy,4.5,none,zh-cn,arts and humanities, philosophy
requirements gathering for secure software development,https://coursera.org/learn/requirements-gathering-secure,4.5,beginner level,en,computer science, software development
skepticism,https://coursera.org/learn/skepticism,4.5,beginner level,en,arts and humanities, philosophy
"resilience in children exposed to trauma, disaster and war: global perspectives",https://coursera.org/learn/resilience-in-children,4.8,none,en,health, psychology
supply chain sourcing,https://coursera.org/learn/sourcing,4.7,beginner level,en,business, business strategy
plant bioinformatics capstone,https://coursera.org/learn/plant-bioinformatics-capstone,4.7,intermediate level,en,physical science and engineering, research methods
understanding russian economy. problems of transition,https://coursera.org/learn/economy-russia-transition,4.7,none,en,social sciences, economics
aprendendo a aprender: ferramentas mentais poderosas para ajudá-lo a dominar assuntos difíceis (em português) learning how to learn,https://coursera.org/learn/aprender,4.9,beginner level,pt,personal development, personal development
interfaz de usuario en ios,https://coursera.org/learn/interfaz-ios,4.4,none,es,computer science, mobile and web development
"synapses, neurons and brains ",https://coursera.org/learn/synapses,4.8,none,en,health, basic science
desarrollo de videojuegos 3d en unity: una introducción,https://coursera.org/learn/juegos-3d,4.3,beginner level,es,computer science, design and product
getting started with sas programming,https://coursera.org/learn/sas-programming-basics,4.9,beginner level,en,data science, data analysis
ehealth: more than just an electronic record,https://coursera.org/learn/ehealth,4.5,none,en,health, healthcare management
english for effective business speaking,https://coursera.org/learn/business-english-vocabulary,4.4,none,en,language learning, learning english
i̇nfertilite hemşireliği (infertility nursing),https://coursera.org/learn/infertilite,5,none,tr,health, patient care
oral communication for engineering leaders,https://coursera.org/learn/oral-communication,4.7,none,en,business, leadership and management
introduction to power electronics,https://coursera.org/learn/power-electronics,4.8,intermediate level,en,physical science and engineering, electrical engineering
understanding clinical research: behind the statistics,https://coursera.org/learn/clinical-research,4.8,none,en,health, research
conflict transformation,https://coursera.org/learn/conflict-transformation,4.7,beginner level,en,business, business essentials
queering identities: lgbtq+ sexuality and gender identity,https://coursera.org/learn/queeringidentities,4.7,beginner level,en,social sciences, education
solving complex problems capstone,https://coursera.org/learn/solving-complex-problems,4,beginner level,en,business, leadership and management
basic cryptography and programming with crypto api,https://coursera.org/learn/basic-cryptography-and-crypto-api,4.1,intermediate level,en,computer science, computer security and networks
leadership in interprofessional informatics,https://coursera.org/learn/leadership-interprofessional-informatics,4.7,intermediate level,en,health, health informatics
intellectual change in early china: warring states and han,https://coursera.org/learn/intellectual-change-early-china-the-warring-states-han,4.6,intermediate level,en,arts and humanities, history
leading organizations,https://coursera.org/learn/leading-organizations,4.7,none,en,business, leadership and management
